class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1,0.32701907,0.20526192,0.8493825,-0.947467,0.31352288,0.3025083,0.3220213,-0.014563598,-0.648066,-0.14940155,0.52797174,0.08789611,-0.13542974,0.029719334,-0.26800677,-0.4754464,-0.09894671,-0.12002504,-0.045520447,-0.079421505,0.4559142,0.43207788,0.12292055,-0.07129732,0.34797388,0.42380768,-0.016953403,0.42394346,0.71705043,-0.49624914,0.29154426,0.09359554,-0.3421925,-0.15264417,-0.37108785,-0.41519523,-0.032917388,-0.2784836,-0.13246414,0.070039615,-0.2486304,-0.16940391,0.27057904,0.32118204,-0.1487683,-0.44993377,-0.2529752,-0.15935746,0.07416529,0.09103464,0.1649198,0.108548954,-0.062014867,-0.31075495,-0.87969416,0.2512796,0.06747253,-0.075411,0.48837462,0.5163034,-0.21028307,-0.1861394,0.51833636,-0.02956546,-0.0290992,0.4996686,0.19932406,-0.13815695,0.0017351496,-0.008456337,0.14664981,0.69778454,-0.2936766,-0.15775499,-0.15839171,0.054454975,-0.28782168,-0.43941182,-0.31636524,-0.095797345,0.51578367,-0.043676604,0.3762736,-0.4739798,-0.42066893,0.17710456,-0.3040832,-0.08009199,0.68745977,0.44370285,-0.6283055,-0.49727902,0.3839555,-0.31860453,-0.5114664,1.2401742,-0.50236875,0.049618643,-0.03269841,-0.19303958,0.095760785,-0.4701205,-0.4302103,0.24665542,0.047151852,0.07693817,0.3134731,0.15492895,0.1229461,0.2417843,-0.16771187,-0.32966822,0.07830463,0.20161776,-0.35302633,-0.09447033,-0.64656067,0.20294857,0.4547894,-0.19900174,0.30883485,0.2739193,0.011068488,0.01343739,-0.2584719,0.008964961,-0.9069193,-0.6431381,-0.11425096,0.54488003,-0.16971283,-0.21312007,-0.5800485,0.1518959,-0.23761463,-0.2571916,-0.30931428,-0.34213462,-0.33465117,1.0426371,0.113198005,-0.36093253,0.27334344,0.4822382,-0.0491604,-0.75332093,-0.6446776,0.14102164,0.05214373,-0.4084422,0.014552164,-0.34053093,-0.5014999,0.29620552,0.74857986,0.26599193,-0.28276098,-0.68132365,0.36438313,-0.26454955,0.096572086,0.39179492,0.7288677,-0.020816274,-0.17004141,0.31647485,-0.7242063,0.038450886,-0.36535925,0.10351286,-0.4063928,0.31654483,0.537306,0.11039313,-0.12190306,0.19811964,0.27393124,0.23002782,0.5761128,-0.5889187,0.52031547,-0.25444877,-0.27217308,1.1355785,-0.2530798,-0.07795417,-0.023554973,0.7527646,-0.16160266,-0.66444385,-0.12017258,-0.32214502,-0.16028664,0.49281138,0.38403648,-0.45293322,0.59628785,0.6820734,-0.898038,-0.9173772
1,0.046788365,0.14112712,0.55052674,-0.9752693,0.38449752,0.33199874,0.3639403,-0.14641315,-0.46933764,-0.18931775,0.4740723,0.19816183,-0.08614306,-0.05916346,-0.4110133,-0.24832444,-0.32419127,-0.0587402,-0.10479741,-0.010532623,0.4917067,0.40773493,0.21114245,0.06850628,0.22052261,0.11541317,-0.02612958,0.44391122,0.84959567,-0.73736614,0.34745315,0.2439808,-0.33589154,-0.22150584,-0.30241948,-0.4779516,-0.17207685,-0.4488508,0.0015497208,0.17145672,-0.38094246,-0.21845575,0.20726159,0.3916253,-0.12841465,-0.4513917,-0.3082003,-0.18967156,0.29720354,0.14542004,0.12425719,0.16635665,0.26077402,-0.33556986,-1.072221,0.32559928,-0.058200788,0.19791946,0.4550714,0.7315138,-0.16990764,-0.1839607,0.3627107,0.01862111,0.07412568,0.5063527,0.03648101,-0.2818765,0.11377273,-0.20382413,0.14819714,0.6595598,-0.5194393,-0.05229164,-0.20999229,-0.1105396,-0.3561622,-0.533877,-0.08036812,-0.28899878,0.7317841,0.12223077,0.44859323,-0.2725132,-0.5540046,0.120931365,-0.30372256,-0.33094436,0.83056515,0.34821317,-0.6092645,-0.4786454,0.29939517,-0.15200433,-0.683889,1.1437883,-0.35582915,0.06333704,-0.055935077,-0.17922243,-0.06664512,-0.7069874,-0.35949603,0.0423838,-0.07266569,0.03490799,0.30539656,0.0644844,0.2547987,0.25481808,-0.2264514,-0.44239324,-0.026266355,0.26064494,-0.108124055,-0.16256997,-0.67054737,0.1221779,0.5714773,0.074374005,0.27848178,-0.022721551,-0.26475564,0.11861708,-0.35519195,-0.25739014,-0.9103756,-0.55443096,-0.18583676,0.58878887,-0.10562229,-0.20647109,-0.52463126,-0.079144284,-0.20899794,-0.3756146,-0.42955428,-0.19729081,-0.4317376,1.2258834,0.053254873,-0.43260628,0.28542346,0.42232403,-0.121775724,-0.68353903,-0.5046585,0.16285832,-0.19648132,-0.52676773,-0.22551408,-0.29825643,-0.49914837,0.061533373,0.6909936,0.102970466,-0.30169803,-1.0379747,0.3973702,-0.42426306,0.1016773,0.45862356,0.6215457,-0.0045812195,-0.35676292,0.43266192,-0.64249086,-0.029671961,-0.23999527,-0.01521506,-0.32296938,0.22246547,0.7004542,0.1925508,-0.26003107,0.30191794,0.3157276,0.08653196,0.5550627,-0.41136226,0.42127338,-0.30745152,-0.1750124,1.1625793,-0.06794744,-0.21990852,0.3869651,0.878047,-0.2039955,-0.6558576,-0.094672486,-0.36903188,-0.24241623,0.4821959,0.36946207,-0.64621073,0.32293347,0.59741324,-0.89849204,-0.85211915
1,0.11612786,0.3457091,0.39473838,-1.1068895,0.42344204,0.23750858,0.4564088,-0.08581312,-0.5100139,0.10496168,0.6404511,0.33132875,-0.4039573,0.057935603,-0.38770473,-0.42250672,-0.34524226,0.10422176,-0.28675494,-0.2881755,0.45037875,0.43600026,0.23599763,0.010727125,0.20868549,0.08448352,0.05704686,0.52282125,0.8958396,-0.5002707,0.42917156,0.06121544,-0.525185,-0.18837333,-0.32208842,-0.5679309,-0.41408047,-0.34304523,-0.09052782,0.08033852,-0.32138875,-0.19328357,0.30118975,0.4696989,-0.025703061,-0.40661755,-0.06876548,-0.08941835,0.1257579,0.2765992,0.047374494,0.18399663,0.19519028,-0.3835855,-1.0430801,0.36757737,-0.07001823,0.26098686,0.45335323,0.6360843,-0.29846838,-0.33789948,0.22544637,0.060082637,-0.008971879,0.5039446,0.0758156,-0.26414186,-0.055812024,-0.19380255,0.17439616,0.60254943,-0.45235544,0.22696543,-0.09366087,-0.18180908,-0.30234343,-0.39461625,0.0744832,-0.5377408,0.69446415,-0.052876174,0.41679388,-0.28644267,-0.53150403,0.2602707,-0.4360152,-0.48401994,0.8284311,0.2798778,-0.6548349,-0.30321926,0.17042236,-0.21522626,-0.85131437,0.9674694,-0.21494862,-0.03738599,-0.20005885,-0.104927205,-0.18156044,-0.7361072,-0.32627994,-0.21373646,-0.061793186,0.1091923,0.34776887,0.080891825,0.24759646,0.25446916,-0.3510117,-0.5026896,0.12090778,0.3978514,-0.08559678,-0.26126784,-0.60939825,0.14105396,0.35200518,0.11920806,0.30271047,0.1789942,-0.3344739,0.08841996,-0.21678023,-0.26196623,-0.99030334,-0.39169422,-0.22454691,0.6224695,0.009753311,-0.18919912,-0.58097076,0.11881943,-0.40152064,-0.37471998,-0.3446379,-0.55076766,-0.545002,1.405392,0.07812943,-0.39008722,0.35940713,0.22624938,0.15746582,-0.46799058,-0.73096883,-0.04993884,-0.28592032,-0.49624,-0.18056002,-0.31183445,-0.5591816,0.032097775,0.71904457,0.17711166,-0.3840365,-0.9633592,0.13541523,-0.48894233,0.0838417,0.35123366,0.46239266,0.05415789,-0.19178191,0.33818275,-0.4101134,0.07306235,-0.3406672,-0.0610603,-0.28000256,0.40726978,0.6985358,0.045669504,-0.5691095,0.050277997,0.3598464,0.025219783,0.61459136,-0.381709,0.37244204,-0.44962865,-0.091052905,1.3896714,-0.13067243,-0.1819867,0.13751377,1.0280106,-0.28022242,-0.51057,0.08203368,-0.167777,-0.18510827,0.3857293,0.44331107,-0.6257661,0.2803778,0.6830824,-0.9522915,-0.57194614
1,0.23280494,0.18735203,0.59154814,-1.0838974,0.4915734,0.1283079,0.51552266,0.031588875,-0.41362137,-0.036056973,0.700513,0.16193089,-0.19855784,0.041849487,-0.37938696,-0.29206544,-0.27232742,0.09546468,-0.12254776,-0.114148006,0.42648974,0.5708702,0.28544998,0.03357822,0.22480719,0.08218914,0.13554683,0.4144342,0.97710115,-0.5717346,0.45321822,0.2014482,-0.44239697,-0.19020048,-0.2557972,-0.5229937,-0.3028931,-0.40073228,-0.067749724,0.0136431875,-0.36547562,-0.14394626,0.24889155,0.36568266,0.02134735,-0.4190565,-0.045675784,-0.049611818,0.3072394,0.24568439,0.14585233,0.14633057,0.2902746,-0.30509928,-0.993209,0.25606844,-0.1579497,0.35586208,0.4549312,0.7480681,-0.29459947,-0.39512235,0.40050784,-0.032802485,0.086548425,0.51522255,0.08801391,-0.2707481,0.10370791,-0.29809332,0.13153371,0.55833244,-0.52555263,0.07571234,-0.21170509,-0.12056164,-0.24486026,-0.47877955,0.031515878,-0.46786135,0.7052917,0.029092127,0.3556201,-0.4255763,-0.46937013,0.16457263,-0.4052452,-0.3054744,0.95032465,0.29853958,-0.7245289,-0.49943274,0.2055564,-0.26398534,-0.74209833,1.1317521,-0.30404004,-0.04970885,-0.15809265,-0.1515474,-0.1098217,-0.78745157,-0.58317983,0.09671884,0.015121875,0.0948848,0.39676896,0.038239527,0.1767376,0.13358113,-0.19299945,-0.5362559,0.20398636,0.40625733,-0.23485322,-0.2829513,-0.70855534,0.26740435,0.49429002,0.08693508,0.18254891,0.1557073,-0.2634279,0.08060442,-0.33840257,-0.21690872,-1.016607,-0.58613104,-0.17999704,0.5768986,-0.06251846,-0.3073348,-0.5433612,0.11359446,-0.37500542,-0.4526732,-0.26589504,-0.5100288,-0.50201666,1.2929385,-0.07696593,-0.52649724,0.22116952,0.3495787,0.11376697,-0.5167902,-0.5906531,0.06908479,-0.25978804,-0.5765316,-0.22439393,-0.3561158,-0.4400343,0.13704419,0.7214787,0.09533533,-0.34456787,-0.8934506,0.2665163,-0.5541192,0.04184129,0.44327274,0.6535887,0.042179406,-0.23703519,0.45151344,-0.5803762,0.0028713152,-0.2710134,-0.1339676,-0.26309747,0.48334303,0.68313324,0.21823835,-0.33801073,0.19164824,0.34408933,0.119828925,0.6073051,-0.37743843,0.551087,-0.4323276,-0.12114799,1.1749843,-0.09563351,-0.20755029,0.13443133,0.9537729,-0.24347118,-0.597633,-0.118867256,-0.32328895,-0.30835184,0.46836987,0.35838172,-0.6152476,0.3066695,0.70836496,-0.873637,-0.6973224
1,0.09315762,0.03175915,0.76925915,-1.2001731,0.18009487,0.33945405,0.585831,0.0282053,-0.5021855,-0.008569811,0.4013927,0.14015606,-0.039597984,0.09512208,-0.39577058,-0.3281936,-0.39232776,0.08102349,-0.33563274,-0.13040139,0.3978897,0.35886678,0.39572838,-0.039492298,0.2762229,0.21927221,0.05133617,0.5785091,0.88078964,-0.519575,0.33416623,-0.107637405,-0.41429177,-0.3053382,-0.2931506,-0.4216531,-0.11645694,-0.19681494,-0.07380301,0.19466653,-0.34545678,-0.064628266,0.34746578,0.4539619,-0.12675706,-0.32887858,-0.27742463,-0.19026388,0.04426434,0.13097532,-0.025798153,0.2887662,0.13070884,-0.27594465,-0.9170904,0.26882347,0.061946243,0.03501611,0.6106327,0.32537505,-0.33613637,-0.30855995,0.45938763,0.10960084,0.028117364,0.47938427,0.14549842,-0.22492325,-0.056364346,0.10840627,0.08317078,0.69688594,-0.4881414,0.041297387,0.027791625,-0.11465317,-0.14412706,-0.17728384,0.035720196,-0.14409783,0.5324538,0.08724468,0.4722672,-0.32051173,-0.4694867,0.37083784,-0.5020035,-0.40207925,0.7015839,0.25803655,-0.43331394,-0.14238514,0.40671223,-0.2493351,-0.6965211,1.218863,-0.32361925,-0.01744626,0.08282653,-0.12260326,-0.052930165,-0.59535086,-0.20949459,-0.150179,-0.11764488,0.020588238,0.19829026,0.26665816,0.32869703,0.34522814,-0.3323115,-0.3620784,-0.028269043,0.12913938,-0.30040953,-0.028897803,-0.7901796,0.2898852,0.51185906,0.14719239,0.14887588,0.19785759,-0.10604231,0.08358946,-0.23539107,-0.11219684,-0.8555748,-0.57918084,-0.06832609,0.606477,-0.16737325,-0.010077812,-0.48829156,-0.035472054,-0.18266404,-0.27114603,-0.3056413,-0.443031,-0.30666453,1.2304356,0.12723415,-0.23939662,0.50749457,0.45811516,-0.23764333,-0.43048587,-0.6805318,0.20571724,-0.13003999,-0.30441013,-0.2546983,-0.31669673,-0.22798152,0.3197281,0.97855186,0.37705228,-0.45683813,-0.9868008,0.28589502,-0.4360109,0.2641828,0.455535,0.6525265,0.024658158,-0.21676604,0.31856894,-0.40586933,0.013019405,-0.3175091,-0.17720969,-0.39968997,0.24546127,0.70992404,0.040549528,-0.16002837,0.02826744,0.2565265,0.04094731,0.5168184,-0.5164403,0.34574586,-0.25424117,-0.31782335,1.276099,-0.3226076,-0.34958738,0.31445897,0.7339071,-0.20302165,-0.59104544,0.0010043413,-0.17833176,-0.058920093,0.5057976,0.27432638,-0.5524484,0.2571438,0.70654374,-0.8123223,-0.6723727
1,0.119884655,0.27753145,0.7268382,-0.77699834,0.24376073,0.25622964,0.11441924,0.091058984,-0.7424191,-0.171106,0.5574028,0.20641562,-0.063965656,-0.04079799,-0.020398173,-0.41441432,-0.10979283,-0.26119202,0.13105273,-0.07170183,0.5866059,0.37854868,0.009133704,-0.18830124,0.25519353,0.48402214,0.06165095,0.44255844,0.53703177,-0.6684176,0.17806962,0.09230293,-0.38030362,0.11569474,-0.42867088,-0.4822839,0.015076697,-0.16724163,-0.100654304,0.15099892,-0.28845114,-0.18773878,0.31647724,0.26042745,-0.18693313,-0.2763664,-0.41953903,0.019483067,0.14317986,0.03338968,0.2960822,0.21692948,-0.0615865,-0.3591569,-0.76085407,0.11689142,0.36455685,-0.16284832,0.52040046,0.3829341,-0.42745647,-0.12918946,0.57280165,-0.063332595,0.051935703,0.29993892,0.48680335,-0.18146549,0.07885513,0.03664051,0.25147647,0.76093453,-0.33838838,-0.2635462,-0.15221202,0.16681868,-0.27087423,-0.64019364,-0.3122775,-0.14723177,0.44181114,-0.09807865,0.29854277,-0.41846362,-0.33090955,0.10325299,-0.012003293,-0.09073152,0.63451546,0.43461332,-0.518335,-0.55119646,0.4188388,-0.38454834,-0.340561,1.3400977,-0.65248716,0.09933211,-0.04867169,-0.3416425,0.29078096,-0.3481569,-0.47116694,0.16365966,0.048214972,0.012800127,0.17088929,0.45267606,0.06458403,0.25163093,-0.18780191,-0.17572933,0.25055033,0.11493014,-0.40267453,-0.06646357,-0.6313803,0.48727155,0.7122382,-0.34062228,0.18697436,0.3983495,0.0026658862,-0.18922898,-0.22111166,0.014929965,-1.1844099,-0.92155755,-0.14160267,0.5295755,0.11704675,-0.37585315,-0.6032828,-0.014485359,-0.09350834,-0.336852,-0.17533709,-0.28114668,-0.10925011,1.0651369,0.116640605,-0.4348794,0.3835262,0.62259537,-0.016793426,-0.8357652,-0.59753335,0.17982881,-0.10395539,-0.41441107,0.31382185,-0.40626693,-0.3726837,0.4855593,0.5213516,0.28123945,-0.0741484,-0.5612404,0.5841583,-0.35650638,0.13832586,0.37757155,0.84481466,-0.06436305,-0.09709521,0.39046955,-0.97459877,0.12925269,-0.30343634,0.045232054,-0.45747828,0.25539386,0.43244997,0.0013927907,0.082614854,0.3277895,0.36810264,0.2765485,0.51513064,-0.5544351,0.6051219,-0.27684072,-0.07289166,1.2319123,-0.22243524,-0.12726966,-0.45448405,0.6005408,-0.22555812,-0.5282582,-0.3534198,-0.22992964,-0.19798647,0.6473063,0.4044841,-0.3516823,0.6294211,0.6936513,-0.76682127,-1.0139912
1,0.026064718,0.12125711,0.7141997,-1.1184042,0.2243689,0.29093257,0.49846166,0.14797294,-0.46516865,0.018324832,0.5178808,0.20814455,-0.05907771,0.09048324,-0.21348627,-0.29532224,-0.4074115,0.081118196,-0.23797937,-0.08842007,0.44851908,0.4163983,0.3144946,-0.05912883,0.22251368,0.07590463,0.095924646,0.43309826,0.8242639,-0.6528998,0.32598424,-0.053445764,-0.47830772,-0.1198764,-0.31155944,-0.5078243,-0.16486421,-0.19754316,-0.087232135,0.26681387,-0.44696265,-0.08013837,0.37776217,0.37914288,-0.047669273,-0.28048316,-0.2736868,-0.05568161,0.15831259,0.19930232,0.07369669,0.2946899,0.26576072,-0.26965493,-0.9077155,0.22384462,0.03985501,0.17536423,0.61993665,0.44834146,-0.41271982,-0.35477632,0.42890424,0.026997346,0.15723647,0.38349885,0.23468944,-0.20215634,0.030830994,0.0016393438,0.12695447,0.6494885,-0.47165528,-0.0025586062,-0.05696977,-0.090925984,-0.18051802,-0.34752232,0.09487667,-0.2372851,0.6301602,0.095456496,0.32480043,-0.36611518,-0.34612647,0.27822664,-0.4221022,-0.33607906,0.8241771,0.3197091,-0.51058596,-0.28495914,0.2910188,-0.30632767,-0.6549895,1.1485579,-0.28535765,-0.007891232,-0.029872159,-0.16039917,-0.019159695,-0.6482277,-0.34493235,-0.040501636,-0.13485122,0.07724721,0.25322574,0.3644331,0.2680213,0.26244298,-0.2828014,-0.39765593,0.15765746,0.18942663,-0.27321473,-0.11701884,-0.831992,0.40498185,0.6155495,0.08171259,0.14625989,0.23240128,-0.28302425,0.034585766,-0.25726116,-0.13491453,-1.0265296,-0.72742045,-0.18577808,0.5586356,0.055159755,-0.12747684,-0.49064335,-0.05239768,-0.10474094,-0.38897586,-0.30010438,-0.43944344,-0.35400733,1.3190404,-0.022820694,-0.3939218,0.4680891,0.4325387,-0.10486446,-0.44443887,-0.6300026,0.17072128,-0.2876973,-0.36054724,-0.20075023,-0.30174366,-0.19278425,0.33958456,0.797469,0.29061374,-0.3941369,-0.92335856,0.4028375,-0.55690455,0.21105234,0.44530576,0.65109116,-0.019672554,-0.21278767,0.45810252,-0.5421446,0.04751364,-0.19164923,-0.23993845,-0.37503272,0.2849689,0.62647533,0.107591555,-0.17689297,0.15080753,0.34359154,0.024664175,0.5231131,-0.44995055,0.46589917,-0.32662532,-0.11502321,1.3085214,-0.24071603,-0.2756303,0.042010147,0.6816648,-0.2922631,-0.5247196,-0.13051644,-0.16365053,-0.14338818,0.5159689,0.3186151,-0.58204526,0.19174774,0.7329425,-0.82908714,-0.7281146
1,0.14903015,0.031074857,0.64720637,-1.0738714,0.5684086,0.55176306,0.53477174,-0.19243416,-0.48375016,-0.13370433,0.47284263,0.19007696,-0.09881965,-0.03506142,-0.4866534,-0.20375629,-0.33830568,-0.05086009,-0.0741292,-0.0030500144,0.40085524,0.5128082,0.32461458,-0.04595754,0.33088058,0.20189397,-0.013593654,0.50595295,0.91629124,-0.81340283,0.45767006,0.29088637,-0.4264552,-0.27034536,-0.23876879,-0.5432764,-0.22846845,-0.43834567,0.011812648,0.08347221,-0.39983082,-0.18606396,0.22166125,0.43981856,-0.15006725,-0.4864161,-0.17662357,-0.19722417,0.25122106,0.20741895,0.08650036,0.24381928,0.33713284,-0.31528294,-1.1232238,0.24944195,-0.08054091,0.21596944,0.4577825,0.82097495,-0.068012744,-0.23994306,0.38409835,0.053122066,0.13379881,0.59963214,-0.062121965,-0.30418465,-0.0071158707,-0.22805946,0.10044114,0.6947137,-0.57973385,-0.039771702,-0.17297503,-0.2305238,-0.28623074,-0.31860158,-0.10591581,-0.23600331,0.75019854,0.07803651,0.609213,-0.34878817,-0.5539021,0.107786134,-0.29440448,-0.40917525,0.8789073,0.30549806,-0.57961744,-0.4386497,0.25672323,-0.08444249,-0.72503227,1.2147968,-0.41478515,0.01711199,0.025850663,-0.1379768,-0.04642444,-0.86240417,-0.26562658,-0.019444792,-0.08009307,-0.06716491,0.32679218,0.05548697,0.4486211,0.07654167,-0.18986477,-0.62288976,-0.073642366,0.24387698,-0.13226965,-0.25026596,-0.69906723,0.121189214,0.6808011,0.09557843,0.31038466,0.0434484,-0.17361815,0.12565662,-0.28578588,-0.39304772,-0.85137844,-0.5450722,-0.12474625,0.6401238,-0.10991838,-0.2522611,-0.4422091,-0.09433722,-0.1341412,-0.38024366,-0.32065898,-0.2049543,-0.3380824,1.2095546,0.010556744,-0.43859196,0.34341636,0.52448976,-0.23058888,-0.56804574,-0.39409715,0.19118945,-0.2606056,-0.51335496,-0.17938259,-0.26256177,-0.4536911,-0.045396697,0.838559,0.11232309,-0.4487893,-1.0796816,0.3889568,-0.4578598,0.16551189,0.4669773,0.5593978,-0.047857426,-0.45288166,0.36939627,-0.6202969,-0.12273381,-0.17484744,-0.1391543,-0.25734046,0.3887287,0.7181873,0.3206519,-0.2678222,0.19817263,0.2881114,-0.06879337,0.52180743,-0.352049,0.2303894,-0.27484766,-0.23528993,1.1156431,-0.11736001,-0.14856014,0.49028093,0.89002067,-0.08248419,-0.74352705,0.053667374,-0.40500632,-0.16170542,0.4395078,0.31880865,-0.69888383,0.27669895,0.6148027,-0.7515001,-0.8441588
1,0.24383037,0.13376543,0.6203277,-0.7851702,0.4052599,0.18687898,0.2600415,-0.042721212,-0.5201418,-0.20490392,0.49333158,0.097928695,0.017880324,-0.07098962,-0.32095286,-0.24488182,-0.1513963,-0.09648498,0.05845342,-0.04748271,0.4526167,0.4756898,0.21047077,0.11881988,0.29591876,0.23566775,0.050527792,0.36258152,0.8258705,-0.63442916,0.29778606,0.3112114,-0.26902157,-0.19406834,-0.23797755,-0.42448425,-0.026276842,-0.43012795,-0.039245956,0.03672291,-0.34866855,-0.21383364,0.22998345,0.32413384,-0.04760342,-0.43277907,-0.29984653,-0.08678742,0.30564696,0.041875567,0.18127546,0.11443192,0.1335698,-0.32706437,-0.9184866,0.14668925,0.042188194,0.09882459,0.41411322,0.6636782,-0.1346557,-0.13057253,0.54479253,-0.07818781,0.038747612,0.47143555,0.14294119,-0.28725606,0.2598381,-0.20994958,0.1518273,0.60653204,-0.47551018,-0.19855683,-0.22177787,0.07125433,-0.2830966,-0.65064955,-0.21800974,-0.23047535,0.5226954,0.03598808,0.46553832,-0.2918676,-0.50559884,0.05852587,-0.18831286,-0.118124604,0.6938149,0.33275956,-0.6424686,-0.55834186,0.36675507,-0.28062522,-0.51714474,1.318292,-0.56409997,-0.00032691954,-0.063579276,-0.23551324,0.04999792,-0.53559273,-0.5552724,0.251788,0.0076527274,0.060033035,0.271278,0.050269805,0.13026221,0.2628762,-0.10909995,-0.3863469,0.061414856,0.28303087,-0.31764296,-0.113249324,-0.5602874,0.19386105,0.58238757,-0.0872802,0.172043,0.11247269,-0.11336048,0.036250927,-0.37736878,-0.19016047,-0.93054855,-0.6417664,-0.048408203,0.562568,-0.25123742,-0.2783716,-0.5552136,-0.018093435,-0.29570353,-0.334641,-0.321259,-0.19721681,-0.37258297,1.090639,0.001024352,-0.47202373,0.17983559,0.51314175,-0.1381999,-0.76572657,-0.48196253,0.16601457,-0.030060738,-0.5157273,-0.11650572,-0.3463122,-0.5169595,0.20009995,0.6202167,0.03343212,-0.23730013,-0.7696241,0.41332668,-0.36167926,0.09358028,0.469971,0.825559,-0.047320846,-0.27453497,0.40871388,-0.77225703,-0.022779679,-0.3207992,0.0683647,-0.2927355,0.27663127,0.56200165,0.23099785,-0.094867125,0.35390636,0.27028117,0.20207265,0.5464904,-0.43186575,0.55076456,-0.3171487,-0.16901438,1.0563592,-0.09387852,-0.18413112,0.16227944,0.83368653,-0.11688323,-0.65076655,-0.22088552,-0.48883787,-0.3185343,0.44730625,0.359453,-0.46147642,0.50321424,0.61921895,-0.8129579,-0.9095855
1,-0.103015006,0.03613978,0.5113481,-1.1038859,0.21772604,0.4309424,0.37209886,-0.18828326,-0.43562016,-0.07575313,0.2686721,0.22234568,-0.02530163,-0.12955095,-0.40360326,-0.05798592,-0.5595406,-0.087699614,-0.2603779,0.050565194,0.48649207,0.24897647,0.30442458,0.013264364,0.1712558,0.21563026,-0.024631921,0.5938166,0.90212727,-0.71322215,0.313009,0.15959239,-0.2976285,-0.3451631,-0.32449156,-0.4464646,-0.20373349,-0.36261252,0.09951562,0.2509677,-0.37408662,-0.11793359,0.23438111,0.5166575,-0.21289591,-0.34153596,-0.45446548,-0.19670969,0.24553907,0.0648472,0.012594506,0.23980041,0.33109358,-0.28014326,-0.9498205,0.40521878,0.004790726,0.14688179,0.5316128,0.52143776,-0.237371,-0.19663103,0.37207615,0.095452406,0.06039556,0.49418348,0.0566221,-0.33007616,0.01796889,-0.053256243,0.101181604,0.7611095,-0.6624571,-0.04100641,-0.0399848,-0.18270472,-0.28890133,-0.3116529,0.1145043,-0.23374102,0.71484244,0.21696839,0.5681647,-0.14667462,-0.5537714,0.29468343,-0.37528452,-0.5267509,0.79524523,0.18394835,-0.3035497,-0.28529423,0.31624085,-0.0787039,-0.71077895,1.148639,-0.34077385,0.050795384,0.098141514,-0.15560158,-0.08203155,-0.71610004,-0.1166566,-0.2459037,-0.1957644,-0.09581031,0.10677956,0.1295249,0.40072712,0.31673002,-0.38588727,-0.46228567,-0.17705283,0.1307194,-0.039885502,-0.13984536,-0.71064174,0.21470542,0.6314271,0.18887551,0.16390714,-0.06847316,-0.18797864,0.14705609,-0.34574768,-0.32780415,-0.88674223,-0.62906635,-0.09664376,0.61348736,-0.087941535,-0.11369703,-0.4234272,-0.33486456,-0.0946677,-0.3877576,-0.47617322,-0.20613067,-0.27986264,1.3510759,0.15017071,-0.33871382,0.4965911,0.38916883,-0.3129905,-0.5682618,-0.55645394,0.23593032,-0.32142666,-0.3777071,-0.26896837,-0.2708792,-0.35759467,0.16033238,0.89830714,0.28998888,-0.30187303,-1.2132246,0.46952957,-0.5497455,0.2728866,0.45282346,0.6503684,0.038678646,-0.38459784,0.3660529,-0.48409885,-0.012848964,-0.24773102,-0.113275304,-0.40021843,0.09633534,0.74906313,0.14010814,-0.15756637,0.2039313,0.32206148,-0.029034186,0.46654183,-0.39365467,0.23330545,-0.19940427,-0.27782303,1.1991149,-0.14924219,-0.4625656,0.5844553,0.7816165,-0.2858714,-0.63035923,-0.029228812,-0.36453176,-0.12812312,0.5020735,0.27319354,-0.70789665,0.16073777,0.5109724,-0.88469875,-0.818833
